user_id	user_name	follower	following	tweet	date
nen_kyo	kyoさんこと捻狂	449	527	なぜか #7pay の失敗を見るに、大躍進の毛沢東がセブン&amp;アイの背後に見える…。	2019-07-04 11:25:30
arahizak	海を見ていた水曜日	5	18	お金の有り難みは、現金にあり‼️ ・・・とまぁ思ったりするのです。 #7pay  #仮想通貨  #電子マネー  手にとってその感触を味わう事で有り難みも湧いてくる。古い？	2019-07-04 11:25:23
machiyoi1341	まちよひ こーや	55	138	これのおかげでシステム関係は期限切り詰めてくる奴に7payみたいになるぞと言うことが出来て、アニメ関係はけもフレ2みたいになるぞと言える。大きい所の失敗はためになるなぁ…  #７Ｐａｙ	2019-07-04 11:25:13
masato_0432	まさと	421	406	7ペイの不正利用は防げなかったのか❓❓  記者「なぜ二段階認証を入れなかったのか？」  セブンイレブン「二段階認証？ ？ ？」  この認識ではダメ これでは不正を防げない😵 #7pay  #7pay不正利用	2019-07-04 11:25:02
Takas_Channel	たか＠やさしいIT屋	318	698	#7pay 解説7/7  続き  モノづくりには絶対妥協してはいけない一線というのがあります。  その一線を指摘できることが賞賛される世の中にならないといけないと思います。  利便性も大事ですが視野は広く持たなければ、結局多くの人が悲しみます。  この結果を忘れないでおきましょう。  終わり	2019-07-04 11:24:23
Takas_Channel	たか＠やさしいIT屋	318	698	#7pay 解説6/7  まとめ  関係者が皆、当事者意識を持てば、今回の件はどこかで止まっていたはずです。  誰しも「ああ言ってるし」と他人事だったのではないでしょうか。  これからITを使った便利なサービスが次々出てきますし、お若い方はむしろサービスを提供する側になる可能性も高いです。  続く	2019-07-04 11:24:23
Takas_Channel	たか＠やさしいIT屋	318	698	#7pay 解説5/7  続き  監査を受ける側がソフトの不具合を利用した攻撃を受ける可能性を見つけることが監査だと思っていたらどうでしょう。  先の指摘は「それはあえてやっているので不具合ではない」と思ってスルーしてたのではないでしょうか。	2019-07-04 11:24:22
Takas_Channel	たか＠やさしいIT屋	318	698	#7pay 解説4/7  続き  監査の時点で問題になりそうだとは指摘があるのが普通だと考えます。  内部にしても外部監査にしても指摘せずに問題が起こったら、監査側の存在意義がありません。  監査を受ける側がセキュリティリスクをどういうものだと捉えていたかがポイントになります。  続く	2019-07-04 11:24:22
Takas_Channel	たか＠やさしいIT屋	318	698	#7pay 解説3/7  問題3 セキュリティチェックを受けていたらしいがこの問題が見つからなかったはずがない  解説3 どういう監査をしてたのかがポイントです。問題1,2は不具合ではなく”そういうもの”として選んで採用したルールです。 選ぶ理由は”簡単で便利だから”以外にありません。  続く	2019-07-04 11:24:22
Takas_Channel	たか＠やさしいIT屋	318	698	#7pay 解説2/7  問題2 問題1がパスワード初期化の利便性を上げるため“あえて採用していた“とするのであれば、本人確認を強固にすべきだった  解説2 例えば2要素認証。生年月日などを入力するだけでなく、登録した電話番号に確認番号を送るなど別経路で本人確認がないと生年月日がバレれば終わりです	2019-07-04 11:24:21
Takas_Channel	たか＠やさしいIT屋	318	698	#7pay 解説1/7  何が問題だったんでしょうか？  問題1 パスワードを忘れた際の手続きで、登録時のメールアドレス”以外”でも手続きすることが出来た。  解説1 そもそもこれ自体が問題です。これが出来ると別人がチャージも支払いも出来しまいます。財布が別の場所でも開けられたということです。	2019-07-04 11:24:19
LoxleyNote	Robin Loxley	181	103	コンビニ、銀行、勝者が焦ってこのざま。 #7pay	2019-07-04 11:23:39
MTamachi	M Tamachi	1576	2376	セブンペイ、ログインできなくなってて、退会した記憶ないのに退会メールが届いてた…約1万円がどこかに消えてしまった…#7pay	2019-07-04 11:22:54
MNP01491593	MNP麻婆	102	127	@takachan_mirai @skyblue_1985jp 7payswarたたかうよ #7pay　#7payswar	2019-07-04 11:22:38
M_1N0y43	チャーシュー	175	349	ファミペイも7ペイもさ、何で特定の店でしか使えないシステムなのにアリペイやペイペイと似たような名前名乗ってるの？というかnanacoは？Tマネーは？既に各社代替システムがあるのに何でわざわざ車輪の再発明してるの？ #7Pay #ファミペイ	2019-07-04 11:21:57
PWtk0oXV41EMDV1	モブプレイヤー@Pokémon GO赤	24	45	nanacoでいいじゃん。おにぎりは別にいいやって思ってたからセブンペイはスルーしてたけど、無限おにぎりやってみたかったw #7pay	2019-07-04 11:21:53
Mthr0638	光遥	59	68	#7pay  本日18時より店頭、横断幕やレジのPOPからも7payという文字は消え、サービス開始わずか4日でセブンイレブンから姿を消した。 https://t.co/Zr0f8LX2nE	2019-07-04 11:20:54
DX5L4RRR	R3.🚀	465	1152	あの7Payの社長ってセブン銀行にもいたんすね。 それでもあんな感じなのか🙈 #7Pay	2019-07-04 11:20:49
qMASp	まさ@どすこいラ族の夏物語	176	256	#7pay の不正取引の興味深いスクショ。 セブンは記者会見で1万円以上のチャージや支払いを不正取引の前提として調査していたけど、比較的少額でのチャージを繰り返してもいるんですね。 https://t.co/JifMkG7pzA	2019-07-04 11:20:26
prstkpk	HRSTKHK	260	259	これ見る限り7IDってメアドと誕生日が一致してるリストを持ってれば、1.パスワード変更フォームにメアド誕生日を入力 2.パスワード変更先のメアドを自分（犯人）にする 3.メアドでIDが作られていればログインIDとパスワードがゲットできるってことだよね？ #7pay https://t.co/koLSrACWuQ	2019-07-04 11:20:20
UTL_tokaido	ゆーてぃーえる＠7/7パロ瑞穂	753	713	『二段階認証？』#7pay 緊急記者会見での炎上発言まとめ #セブンペイ #omni7 - NAVER まとめ https://t.co/YTxfNkzGzW	2019-07-04 11:20:03
711yahatagion3	ｾﾌﾞﾝｲﾚﾌﾞﾝ八幡祇園三丁目	76	45	今日の午後、若いお客様ふたりが #7pay デビューして下さったんですが…その5分後に緊急同報が来てﾁｬｰｼﾞの休止を知りました…😖 なんだか申し訳なさすぎる #セブンイレブン #八幡祇園三丁目	2019-07-04 11:19:53
major_oaks	darkwood	183	518	補足3 退会理由に改行が有ると、受け付け無い様子。1行以内に纏めて最後にEnterキーは押さない方がいいかも。#Omni7 #7pay #不正アクセス #セブンペイ	2019-07-04 11:19:23
BlackShadowAD	Black	727	1681	現金は９９％使わない主義だけど、新手の決済方法に訳も分からずいきなり飛びついたりもしないのですよワタクシは。 登録だけしてまだチャージしてなかったから２つめのおにぎりクーポンはもらえなかったのは悲しいけどな！（笑）  #セブンイレブン #7pay https://t.co/7ZXRW2p6gQ	2019-07-04 11:19:04
fidonail	emi	68	94	7payの不正利用のニュース見て自分の確認してみたら履歴ゼロだった(笑) 今月セブン行ってないから使ってなかったわ(笑)  #7pay #7pay不正利用 https://t.co/I5bbv7LglM	2019-07-04 11:18:44
Alphafree_music	α Free	715	167	#二段階認証 って、まずはサブメンバーに合格ということにして、3カ月後に正規メンバーに昇格できるかどうか発表するヤツ ←  #helloproject #アンジュルム #スマイレージ #S_mileage #7pay  スマイレージ 正規メンバー決定の舞台裏 20111020 [HD 1080p] https://t.co/THIom0D1Yu @YouTubeさんから	2019-07-04 11:18:44
sisuten	sisuten	36	42	#7pay は被害者に「全額補償」とか言ってるけど、補償は現金だよな。まさか、「#7pay にチャージします」じゃないよな。因みに、損害賠償は非課税だから安心して現金で補償していいんやで	2019-07-04 11:18:42
wanta_porepore	わんた	157	485	お昼を食べて、とあるコンビニでアイスカフェラテを買って、コーヒーの機械に入れようとして中の氷をほとんど外にぶちまかした。 作ってみたけど半分の量しかない。 これはきっと呪いに違いない。 #7Pay https://t.co/47WIgzprSe	2019-07-04 11:18:41
pomo	Pomo Rosso	1927	906	˘ω˘ ) 確認しました #7pay https://t.co/GNLxEGX6hK	2019-07-04 11:18:33
shimarisujpn	しりうす	34	63	IT業界よくある、どっかのシステム開発会社（大企業）が受注して、下請けに丸投げして、派遣とかIT土方みたいな人が安い給料、短納期で作った感じかな？#7pay	2019-07-04 11:18:23
Foins_God0541	Foinをいたわる	228	139	今となっては、小林 弱（よわし） #小林強 #セブンペイ #社長 #7Pay #7ペイ	2019-07-04 11:18:23
yurimu1068	ゆりむくん	4622	4639	第三者からの ログインがくれば 口座情報 クレジットカード情報全て消える 仕組みにしたらいいのに 2重ロック機能 使って  確認できたら 残高使えるとか  それなりに対策方法あるのに  その仕組み使うのって そんなに大変なのかな？ #セブンペイ #7pay #不正利用 #7pay不正利用 #セブンペイ不正利用	2019-07-04 11:18:16
trorez	trorez	1437	458	えっ、ほんとの話なのかな、、、 メールアドレス、電話番号、誕生日だけでパスワード変更出来るなら、それどこにも認証ないんだけど、、、 #セブンペイ #7pay	2019-07-04 11:17:55
kazamaxpower	kazamax	423	791	なんだ、もう7pay終わりかよ。4日間お疲れ様。#7Pay	2019-07-04 11:17:55
htokusa	h.toku	177	260	一日外出だったのだが、#7Pay タグを使うともうTLが追えなくなっていて．．． orz	2019-07-04 11:17:54
erika_nwn	えりか📎	239	419	『二段階認証？』#7pay 緊急記者会見での炎上発言まとめ #セブンペイ #omni7 - NAVER まとめ https://t.co/oiSZ3s8tIw	2019-07-04 11:17:37
Nao_Takashina	nao	117	382	7pay問題クレカ会社の保障と、7pay側の保証で二重取りして儲かる人出てきそう  #7pay	2019-07-04 11:17:15
gadget_s_info	gaku	369	1009	どっかのバカ会社のせいで普段なら絶対入らないようなdisplay:noneとか二段階認証がトレンド入り🤣 #セブンイレブン #7Pay #7pay不正 #7pay不正利用 https://t.co/4JWrUwRT70	2019-07-04 11:16:51
kawanet	Yusuke Kawasaki / THE GUILD	3038	2573	#7pay #7id の会見は、セブン・ペイ社、セブン‐イレブン・ジャパン社、セブン＆アイ・ ホールディングス３社の人が揃っていたのか。 https://t.co/2Qo3grRRVq 「nanaco会員を7iDに転換して売上3割増を実現したセブン＆アイ　OMO時代のデジタル戦略構想とは」	2019-07-04 11:16:49
Rutice_jp	AtsukoOrikasa	1820	4016	FB良品XSS祭りが可愛く思える #7pay @hiwa1118 @TakaFlight	2019-07-04 11:16:11
hibiki_mc	ヒビキ	1070	719	いや、はがそうよ。 #7pay https://t.co/DvB9bmtdlo	2019-07-04 11:16:07
fxerjp	Credens justitiam	250	556	セブン&amp;アイのデジタル戦略が軒並みクソ＆クソなのは昔からなのよね 鈴木敏文のボンクラ息子康弘がオムニ7の社長やって全く芽が出ずだったし  ヨーカドーアプリとナナコが連動してない時点でキングオブクソ #7pay   ーセブン｢オムニ減損｣でネット戦略を大転換 https://t.co/ekbLNesh9i	2019-07-04 11:15:57
raXZhjHze6cwMkS	みやさん	143	301	7pay問題だが、何故誰も不正アクセスした連中を叩かないの❓運営してる側にも問題はあるけど、これは犯罪だろ？#7pay	2019-07-04 11:15:48
zapark	ZAPS	25	188	会見を見ると、中国が主犯格・・・か？ #セブンペイ  #7pay	2019-07-04 11:15:23
phode222	海よ	153	282	ナンチャラpay割拠の中、一夜にして逆噴射キャンペーンでぶっちぎってくる7payすげえ。もともとセブン&amp;アイ経済圏なんて利便性極小なのにもう終わったろ… #セブンペイ #7pay	2019-07-04 11:15:06
yurimu1068	ゆりむくん	4622	4639	矛盾してね？w w w  どちらにせよ 登録しようか迷ってたところだったからよかった。  これ以上pay 系増やす必要ないだろうに笑 Family Martの ファミペイも不正利用案件 流れ的にきそうやな #7pay #7pay不正利用 #ファミペイ https://t.co/IFcIQBSPAw	2019-07-04 11:14:54
Zelkova_tw	D坂	77	184	#7pay 早くもすべてのチャージ停止か。  以前「セブンアプリ」に「nanaco ID」について問い合わせたら「nanacoに聞いてくれ」と。nanacoに「Omni7でID取ってるんだけど」って言ったら「Omni7に聞いてくれ」と言われた。  僕が情弱かもだけど、#セブンイレブン は「殿様気分いい気分」だと感じた。	2019-07-04 11:14:48
kuropen_aizu	Kuropen	553	503	#7pay の件を受けて、ひとまずomni7（セブンネットショッピング）に関して、メールアドレスを非公知のものに変更、およびクレジットカード登録の一切を解除した。 また、念のためnanacoのクレジットカード登録も解除。残高使い切り次第、セブン＆アイ系店舗での決済はau WALLETに切り替える方向。	2019-07-04 11:14:40
Sin464982	Sin.M	79	177	社内セキュリティチェックしましたって、責任者だか何だかの人が会見で連呼してるけど、これが見つけられないセキュリティチェックってなんなの？...いや、見つかってたけど問題視されない環境なの？？とか想像すると怖くてもう闇しか見えない。#7pay	2019-07-04 11:14:36
NegiNippon	N.E.G.(九龍葱)	244	228	@vaaaaanquish セブンペイ 被害者気取りで 記者会見  #7pay	2019-07-04 11:14:35
kerokerogerorin	ケロヨン🍀	34	54	他社payサービスで先に不正被害騒動があって。３Dセキュアを導入した経緯があるのに。 セキュリティ？何それ知らんって裸一貫で出す勇気って凄くない？銀行まで経営してるのに。脆弱性が見当たらないって。設計段階でセキュリティを実装してないから設計ミスじゃないって・・トンチか！！#7pay	2019-07-04 11:14:23
more_more3	more3(もれさん)	2581	3627	#バーコード決済 開始の #セブンイレブン の店頭から #7pay が消えた #独立記念日 もうすぐ #7月11日 ですね。 #PayPay でもクレジットカードの不正登録の問題あったけど後追いで防げなかったのか😰 今日は #nanaco で買い物した https://t.co/Ffft6bsfYA https://t.co/rn3fXGzQ2b	2019-07-04 11:14:13
ykagano	ykagano	703	819	7payがやられたようです。 1000円だけチャージした自分はおにぎりクーポン2枚貰えました。 今のところ不正利用はされてないので、こんなことになって残念です。 #7pay https://t.co/hJ9AWxjZim	2019-07-04 11:14:10
soma_3	相馬	276	311	7Payが燃えてomni7まで飛び火しそうなので、取り急ぎクレカ情報削除。#7pay	2019-07-04 11:13:28
busosan	ぶそ	257	857	#7pay の社長、色々と情報遡ってもセブン&amp;アイの経営企画部長の経歴からしか出てこないから、断定はできないんだけど、現場経験少ないバックオフィス出身企画畑の人かなと勝手に妄想している	2019-07-04 11:12:57
5chnews	5ちゃんねるニュース	1063	2503	７Ｐａｙ、緊急会見 「被害は全額補償」「不正は海外IPから」「お客様を犯人だと疑うわけにはいかない」 #7Pay #セブイレ #セブンイレブン #セブンペイ #不正 #不正アクセス #海外 #緊急会見 #電子決済 https://t.co/6OtNLuQKZM https://t.co/fi5L3WjbgR	2019-07-04 11:12:26
2ch_newss	２ちゃんねるリーダー	674	1545	７Ｐａｙ、緊急会見 「被害は全額補償」「不正は海外IPから」「お客様を犯人だと疑うわけにはいかない」 #7Pay #セブイレ #セブンイレブン #セブンペイ #不正 #不正アクセス #海外 #緊急会見 #電子決済 https://t.co/LpnvypsrAm https://t.co/jnstFMDa52	2019-07-04 11:12:24
2ch5chopen2ch	５ちゃんねる情報発信局	1783	3487	７Ｐａｙ、緊急会見 「被害は全額補償」「不正は海外IPから」「お客様を犯人だと疑うわけにはいかない」 #7Pay #セブイレ #セブンイレブン #セブンペイ #不正 #不正アクセス #海外 #緊急会見 #電子決済 https://t.co/XSgPN6MiVQ https://t.co/pUqRUENLud	2019-07-04 11:12:22
2chnews_	２ちゃんねるニュース	1523	2565	７Ｐａｙ、緊急会見 「被害は全額補償」「不正は海外IPから」「お客様を犯人だと疑うわけにはいかない」 #7Pay #セブイレ #セブンイレブン #セブンペイ #不正 #不正アクセス #海外 #緊急会見 #電子決済 https://t.co/faeM7JH2Av https://t.co/I0IlB1NxTT	2019-07-04 11:12:19
newsoku_rss	２ちゃんねるまとめブログ情報局	1877	3251	７Ｐａｙ、緊急会見 「被害は全額補償」「不正は海外IPから」「お客様を犯人だと疑うわけにはいかない」 #7Pay #セブイレ #セブンイレブン #セブンペイ #不正 #不正アクセス #海外 #緊急会見 #電子決済 https://t.co/YId7DihDaw https://t.co/PxmrE7H1l8	2019-07-04 11:12:17
newsoku_blog	【公式】NEWSOKU BLOG	2114	4959	７Ｐａｙ、緊急会見 「被害は全額補償」「不正は海外IPから」「お客様を犯人だと疑うわけにはいかない」 #7Pay #セブイレ #セブンイレブン #セブンペイ #不正 #不正アクセス #海外 #緊急会見 #電子決済 https://t.co/kCWVHWkqfJ https://t.co/wNT0NGY9VR	2019-07-04 11:12:10
t000cky	TT	311	532	7payが現金チャージも停止とか、もう文鎮化じゃねーかwww  #7pay #7イレブン	2019-07-04 11:12:07
newsoku2chblog	【公式】NEWSOKU BLOG【サブ】	2153	5001	７Ｐａｙ、緊急会見 「被害は全額補償」「不正は海外IPから」「お客様を犯人だと疑うわけにはいかない」 #7Pay #セブイレ #セブンイレブン #セブンペイ #不正 #不正アクセス #海外 #緊急会見 #電子決済 https://t.co/CkgdJKR9VM https://t.co/xnJ3n3zm7A	2019-07-04 11:12:02
flny	felony	15	58	弊社社長は間違いなく2段階認証を知っていて(使ってる)、それって実は幸せなことなのかな？ #7pay	2019-07-04 11:11:58
inutosanposuru	部長	883	881	流行に乗ってみた、display:none  styleのやっつけ感がすごいね   #Omni7  #7pay https://t.co/GHSMmpWPEq	2019-07-04 11:11:55
natsuumi1	natsuumi	647	1543	ホニャララpay への登録を考えていたが、やめた。 #7pay	2019-07-04 11:11:50
unoichistar	うのいち☆	211	237	二段階認証を知ってる知らないはさておき、セキュリティー上問題ないと言い切っちゃうセブン社長が不思議でならない #7pay #二段階認証	2019-07-04 11:11:49
0Meeting	Meeting_Events2.0	4	64	7 payの不正アクセス報告メールが今きました！イベント運営と一緒最悪のことも考えて、段取りをしておかないと信用に繋がってしまいます。プラン2は用意しておきたいですね！ #7pay	2019-07-04 11:11:49
DX5L4RRR	R3.🚀	465	1152	まあしばらくクレカは登録しないほうがいいですね。 気持ち悪い人はアカごと削除しましょうｗ #セブンID #7Pay	2019-07-04 11:11:41
zapark	ZAPS	25	188	登録カード プリペイドカードだからな。補償はなさそうだな #セブンペイ #7pay	2019-07-04 11:11:41
kuriharakageri	栗原景（くりはらかげり）	5152	4181	セブンイレブンはプライベートブランドの食品類は抜群に美味しいのにね #7pay	2019-07-04 11:11:39
benn_kunn	べん	46	62	新しいサービスは周回遅れぐらいで利用を始めるのがいいね😊 #7pay	2019-07-04 11:11:15
coin_sokuho_	コイン速報@ 仮想通貨ニュース・暗号資産情報・5chまとめ	5090	4441	記事更新 #7pay #セブンイレブン #セブンペイ : 【悲報】セブンペイ社長、不正利用の緊急会見で2段階認証を知らない事が判明するwwwwwwwwwww https://t.co/z5hcRhn46Z	2019-07-04 11:11:05
_fderick_	Frederick	11	19	共有プラットフォーム作ればいいのに日本人は本当に非効率が好きだな。と思う。  #7Pay #7pay不正利用 #Struts	2019-07-04 11:10:39
kanna_1018	カナタ@転職活動中？	60	920	でも納品されたものってテストすると思うんだけどなー。会見に技術者が出てこないのもよーわからん #7pay	2019-07-04 11:10:22
inagakikenji	Kenji	2806	5000	「俺は初日の時点で気付いたから、直接7payに連絡したんだよ」という人はいないの？ 150万人も登録したんだから、エンジニアもセキュリティの専門家もいたでしょ？ 気付いたのは犯人だけなの？🤔 #7pay	2019-07-04 11:10:21
_dust_blower	だすとぶろわー@相互フォロー◎	8	89	@YahooNewsTopics 登録はしたけど、口座🏧やクレジットカード💳を設定しなくてよかった〜😌 危うく設定しかけたよ。 幸い、使う機会もなかったから、現金💴チャージもしなかったからセーフ。 #7pay #セブンペイ #セブンイレブン	2019-07-04 11:10:02
nickcostt	itomasa	26	67	①要求仕様通り ②プログラムやツール類の個々に脆弱性無い事を確認 ③設計、仕様が脆弱だった(かも) ④組織が機能してない(よね) ベンダー含めてレビューしたのかな？ #7pay	2019-07-04 11:09:50
toru_0913	tor918	7	34	おにぎり貰っといてよかた  #7pay	2019-07-04 11:09:12
9Aglu	(๑´•.̫ • `๑)	58	87	誰も読まないでしょ( °꒳°  )  #7pay https://t.co/gT5EkicToK	2019-07-04 11:09:05
Panther_cat	ぱんさぁ	176	228	TwitterのTL見てて思うのは、カード会社各位からケチョンケチョンに訴えられたら良いのにって思う。#7PAY	2019-07-04 11:09:04
tekinjoh	te_kinjoh⚾️🎣🎳📱	187	231	というか、セブンの定員さんにも「今、色々とヤバイんでPayPayかSuicaで支払ってもらえませんか？」と言われる始末🤣💦入金だけがダメなんじゃないの？オペレーションもダメダメやん。 #7pay https://t.co/s1S3ovW3hl	2019-07-04 11:08:52
DX5L4RRR	R3.🚀	465	1152	ウチもだいぶ前からセブンID登録してますが、ログイン履歴を見ても怪しいアクセスはなかったです。 気になる人はログイン履歴を見ておきましょう。 確認方法👇🏻 https://t.co/Ck8CcvFeWW  #7Pay	2019-07-04 11:08:35
akymsb	中目黒	3	43	今日の15時に退会したオムニ7から、19時50分にメールで「重要なお知らせ」が届いたんですけど……。  #7pay	2019-07-04 11:08:27
_fderick_	Frederick	11	19	なぜstruts。。。 #7Pay #7pay不正利用 #Struts	2019-07-04 11:08:12
TR_cidre	未開の地しどれ	22	57	国内最大手企業のサービスがこれじゃ、素直にGAFAMに飼い慣らされる方が幸せな気もしてくる。 #7pay	2019-07-04 11:07:52
glay_nor	のーりー	17	36	応募券、引き当てる確率は30パーセント以下だった…がっかり #セブイレ  #セブンイレブン  #フェア  #GLAY  #くじ  #7pay  #がっかり #こんぷりーとしてないけど  #もうやめる	2019-07-04 11:07:50
iphiko_ezul	めめんとゲス森®︎	275	293	しかしさ、#7pay の社長は普通にネット使ったりしねえのかな。2段階認証ってあらゆるところで出てくるだろうに。	2019-07-04 11:07:34
srtDimkrjiWCDD3	社畜エンジニア	3	12	とりあえず言えるのは #7pay の周りにはクソみたいなエンジニアもどきしかいない事はよくわかった。何より上が脆弱性や対応速度に問題ないとか本当今すぐ辞めた方が良いレベル。現状把握と決断が遅いのは役職者として致命的すぎる。こいつら普段からまともな仕事してないのがよくわかる。	2019-07-04 11:07:22
murinandaihaore	無理難題アンテナ＠登録希望まとめサイト様募集中	675	1227	お勧め記事！ ＃ニュース  【速報】セブン「二段階認証って何？」 #7pay #記者会見  #セブンイレブン https://t.co/0TJB6GNS8O	2019-07-04 11:06:47
plapla1709	🌈aozora-walk🐳	6	121	セブンイレブンのネット販売大丈夫なのか？？  #7pay #Omni7	2019-07-04 11:06:39
morisongz	morisongz	16	63	#7Pay からメールきた。 セブン‐イレブン店頭レジ・セブン銀行ATMでの現金チャージ、nanacoポイントからのチャージを停止し、全てのチャージを一時停止いたします。「7pay」の新規登録についても停止いたします。 戦力の逐次投入みたいだな。旧日本軍はこれで負けたんだよな。さっさと一旦止めるべき。	2019-07-04 11:05:58
quadrof	くあどろ	604	570	この経営層のITリテラシーでよくもまあQR決済に手出ししたもんだ。刷新したほうがいいよ。 #7pay	2019-07-04 11:05:49
WarodomG	ワロドム・ジアムサクン  Warodom Geamsakul	425	70	僕は新しいもの・技術が好き。 ですが、使い始めるタイミングは、しばらく様子を見てから。 #7pay	2019-07-04 11:05:19
JeanPaulJP	Jean-Paul	839	2222	一瞬、株式会社セブン・ペイの小林社長が記者会見でやらかした件かと。時期が時期だけに。 #7pay https://t.co/M42DNBTo44	2019-07-04 11:05:14
naoki0312erichi	なおき	641	790	#7pay  うん、昨日は6〜7人くらい利用してたけどいまいちやな(O_O) とりあえず被害が増えんといいな https://t.co/sQEr4I33al	2019-07-04 11:04:17
DX5L4RRR	R3.🚀	465	1152	今回の #7Pay の脆弱性って、そもそもセブングループのアカウントシステムそのものに起因しているけど、あの第三者メアドに送信してリセットするシステムはいつから設置されてたんだろう。 なぜそれまでに事件は起きていなかったのか🤔 起きてたけど露呈してなかっただけ❓	2019-07-04 11:04:09
birth0517hello	瀧澤貴(本人)ユーフォ3期おめでとう	1174	2773	nanacoの還元率元に戻してくれたら許してあげなくもないぞ😁 #7pay	2019-07-04 11:03:48
murmur0517	murmur	47	609	「脆弱性は見つからなかった」 セブンペイ緊急会見の“甘すぎる認識” https://t.co/ccYqb1dUj2 #7pay #セブン・ペイ #Seven &amp; i Holdings #セブン＆アイ・ホールディングス #脆弱性	2019-07-04 11:03:35
abq78	松下正平	165	339	この20年ウェブ業界は劇的に変化したけど、発注者側はそこまで変わってないんですよね。デジタルディバイドが社会の足をひっぱるレベルまで来てる。  #7pay	2019-07-04 11:03:31
AnoTensai	モ モ ス ケd	548	631	7payは性善説に基づくシステムを提唱したかったということで。 #7Pay	2019-07-04 11:03:30
techdou	テク憧	824	1797	とうとう全てのチャージ手段がとめられて、ほぼサービス停止ってな具合だぞ・・・この分だと７月１１日はまともな感じで迎えられそうにないな。 #7pay	2019-07-04 11:02:50
hachikoji	はちこ	105	161	真っ先に流行りに飛びつくからこうなる。様子見しようよ。 #7pay	2019-07-04 11:02:50
tolkoba	あおい@TOEIC700点とるまでやめれま10	190	206	急いだことが問題ではなくて、お金をとにかくかけずにやらせたのでしょうね。  そろそろITリテラシーの低い上層部は危機意識を持った方が良いですよ。 #7pay	2019-07-04 11:02:37
nupeki	フリーダム・W・ムルナウ	168	259	ペーッイ！  なぜ使うか  ポイント二重取りできるから？  二重どころの話ではない  5倍～10倍還元だからさ(要ｷｬﾝﾍﾟｰﾝentry) （楽天ペイの場合）  #楽天ペイ #ぺい 他社と違い総額いくらまでとか一時的なキャンペーンでは無くずっとこの還元率（今のところ） セキュリティ面も安心  #7pay	2019-07-04 11:02:20
CZ91328715	DELTA	5	5	#7pay  7pay大変だなー キャッシュレス決済の開発なんてやったことねーよ、そもそもキャッシュレス自体使ったことねーよって感じだったんだろうな開発者さん。  社長は経営のプロだよ。 IT系の知識がないことは責めてやるな。 なんか下が下手こいたから謝っとくか程度の存在だよ。	2019-07-04 11:02:13
morisongz	morisongz	16	63	チャージを止めるだけではなく、システムを止めて全面見直しすべきだ。パスワード長や連絡先メルアドなど脆弱箇所が多すぎる。幸いnanacoがあるから、iPhoneユーザ以外は困らない。今、メンツとか言っている場合ではない。危機感がなさすぎる。 #7Pay https://t.co/rR0lDssD67	2019-07-04 11:02:10
Koku_Tetsuko	（。人。）てつこぉ((i))	299	892	囁き女将がいるな？ #7pay	2019-07-04 11:01:50
hiro_ux	Akihiro Moriyama	390	104	7pay社長記者会見の印象：  ▽素早い会見 →IT素人露呈  ▽損害補償の確約 →保険で払うと弱腰発言  ▽システム全停止せず →損害補償の確約が弱腰なのでむしろ不安増  #7pay #セブンペイ	2019-07-04 11:01:48
7DEXYsF0KQzg1SP	りんこさんの日常	0	10	7payのやつ 弱点が弱点すぎない？ #セブンペイ  #セブンPAY  #7pay	2019-07-04 11:01:47
ShotaroHirai	RealShotaroHirai	351	347	#7pay 小林強社長「タバコが一番換金しやすい」  現金化なら収入印紙一択だと思ってましたよ。どこの誰がたばこ事業法無視して買い取ってくれるんですかw	2019-07-04 11:01:43
GYjLaeAiDxcACXh	気になる君	606	1375	ここまで問題が大きくなっても完全停止しないってどうなんｗｗｗｗｗ ヽ(・ω・)/ｽﾞｺｰ  【悲報】セブンPay「情報流出はしていない！( ｰ`дｰ´)ｷﾘｯ」ｗｗｗｗｗ  #7pay #セブンPay #不正利用 #情報 #流出 https://t.co/qJnIPDBFeS	2019-07-04 11:01:19
toushichannel	投資ちゃんねる	215	344	【悲報】7pay、メールアドレスと電話番号知っているだけで不正利用できる神仕様だったことが判明  #7pay #メールアドレス #電話番号 #不正利用 https://t.co/AOBIO3P2Fu	2019-07-04 11:01:08
sakura_39_sawa	さわっち	127	292	7Payにとびつくからやん笑っ おにぎり一個の代償がこれだよww 高級おにぎりだよねw  #7Pay	2019-07-04 11:00:58
regreh	箱崎りぐれ	49	136	#7Pay 絡みで「display:none」がトレンドにw https://t.co/Yj35d9s2Ez	2019-07-04 11:00:56
guen	nguyen	36	25	#7pay Omni7のログインは他社IDを使った方法を使っているので被害に合わなかった かも？	2019-07-04 11:00:54
Azi_no_Tataki	鯵のたたきなめ郎	37	7	googleトレンド(TOP4) 1: #7pay 2: #Jr西日本 3: #井上和香 4: #インスタ不具合 2019/07/04(木) 20:00時点 https://t.co/6VADT2qZpF	2019-07-04 11:00:26
hyperash	bin🛩	338	643	・平文保存したパスワードが流出 #宅ふぁいる便 ・無限ループするスクリプトを踏ませたら逮捕 #兵庫県警 ・メアドと生年月日でアカウント乗っ取られてクレジットカード使われる #7pay ←✨New✨  今年はIT屋さん的に頭の痛い事件がじつに多い。まだ半分も残ってるのに……。	2019-07-04 11:00:16
